url,number,title,user,state,assignee,comments,created_at,updated_at,closed_at,body
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/435,435,T moody admin child needs and conditions,@{login=T-Moody,closed,#VALUE!,0,2023-04-12T15:13:17Z,2023-04-12T15:33:55Z,2023-04-12T15:33:55Z,"- Added conditions and needs columns with delete buttons to admin task page.
- Fixed missing tooltips from fiscal and grant page.
- Fixed some styling issues on admin task page.
- Editing still needs to be added."
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/434,434,[Bug]: Volunteer General Gender system crash,@{login=jatavor1,closed,@{login=turtlesmew,2,2023-04-12T13:29:29Z,2023-04-12T17:42:43Z,2023-04-12T17:42:42Z,"### What happened?

Go to volunteer General and add a new user. Either de-select a gender or type a whole new gender instead of whats in the list. Clicking save then crashed the system.

### Steps to reproduce the issue

1. Go to Volunteer General
2. Add a new volunteer
3. de-select the Gender or type a new Gender in
4. Click save
5. Crash system
![VolunteerAddGender1(4-12-2023)](https://user-images.githubusercontent.com/79184624/231472513-c56ae811-7485-4bf5-b257-56185bbb865f.jpg)


### Expected Result

Either a message saying to select a gender in the drop down or just accept it

### Actual Result

System crash
![VolunteerGenderError](https://user-images.githubusercontent.com/79184624/231472836-9d982d98-5419-46b7-a529-424a1377aebf.jpg)


### Relevant log output

```shell
System.InvalidOperationException: 'Nullable object must have a value.'
```


### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/433,433,I think the big red button will work,@{login=loesel19,closed,#VALUE!,0,2023-04-12T12:30:24Z,2023-04-12T12:37:14Z,2023-04-12T12:37:14Z,
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/432,432,reports no longer include deleted volunteers,@{login=loesel19,closed,#VALUE!,0,2023-04-12T12:28:28Z,2023-04-12T12:37:02Z,2023-04-12T12:37:02Z,
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/431,431,[Bug]: Edit School Week Day Changes Not Saving,@{login=mmsimsac,open,@{login=BigReadBear,4,2023-04-12T05:21:22Z,2023-04-13T05:29:29Z,,"### What happened?

When editing a school, selecting different weekdays and clicking save does not change the week days.
The school still has the old data selected even after editing / saving it.
![image](https://user-images.githubusercontent.com/81314955/231356944-b1a5c31f-7dac-4ab1-b36e-c31baa4fcd6a.png)

Interestingly, all of the schools seem to always have only Friday selected.


### Steps to reproduce the issue

1. Navigate to Schools -> All Schools
2. Select a school
3. Edit
4. Change the weekdays at the bottom right
5. Save
6. Select the same school
7. Edit again
8. Observe the weekdays not being what you just changed them to

### Expected Result

New weekday data being displayed

### Actual Result

Old weekday data is displayed

### Relevant log output

```shell
N/A
```


### Environment

Windows 11

### Additional Information

Last commit to master was https://github.com/CSCapstone23/Capstone-FGMS/commit/4a32eb6c24cba7c22c487157c7bed3619e763709 when I pulled from master"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/430,430,Add Ability to change volunteer name,@{login=turtlesmew,closed,#VALUE!,0,2023-04-12T05:19:28Z,2023-04-12T12:36:40Z,2023-04-12T12:36:40Z,"- Update Name is now found on Volunteer Demographics. This will only update the name if it is not null.

![image](https://user-images.githubusercontent.com/70655911/231357327-201764d7-30ee-46ba-9d97-7d48c7e73beb.png)

![image](https://user-images.githubusercontent.com/70655911/231357389-2395e8dc-794a-4d37-a4b7-be885f4e66b1.png)

"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/429,429,[Bug]: Volunteer demographics changes are not persisting,@{login=mmsimsac,closed,@{login=loesel19,1,2023-04-12T05:11:10Z,2023-04-12T05:23:19Z,2023-04-12T05:23:19Z,"### What happened?

Changing any volunteers demographic info is not persisting after closing out of the application and relaunching. Oddly, hitting refresh info does not make the new changes go away, but only when the application is closed and reopened.

### Steps to reproduce the issue

1. Navigate to Volunteers -> Demographics
2. Select any volunteer
3. Enter edit mode
4. Change demographic data (like gender)
5. Save changes
6. Exit the application
7. Reopen application
8. Revisit the same volunteers demographics

### Expected Result

Expected to see new changes remain under a volunteer

### Actual Result

Old data shows back up

### Relevant log output

```shell
N/A
```


### Environment

Windows 11

### Additional Information

Last commit to master was 4a32eb6c24cba7c22c487157c7bed3619e763709 when I pulled from master"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/428,428,updating add classroom tooltip,@{login=ChristopherWashburn,closed,#VALUE!,0,2023-04-12T04:58:15Z,2023-04-12T12:36:01Z,2023-04-12T12:36:01Z,"Nitpicky update, changed the tool tips on the classrooms tab to be consistent with the Child Assignments"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/427,427,Mortensen pto backend stuff,@{login=Tvlobster,closed,#VALUE!,0,2023-04-12T04:56:33Z,2023-04-12T12:31:27Z,2023-04-12T12:31:27Z,"#397 Should be fixed
#414 Added Tooltips
"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/426,426,Washburn child assignments bug fix,@{login=ChristopherWashburn,closed,#VALUE!,0,2023-04-12T04:47:16Z,2023-04-12T04:55:01Z,2023-04-12T04:55:01Z,Added any missing comments for Classrooms and Child Assignments and any associated pages. Also fixed bug in Issue #411 
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/425,425,[Bug]: Program crashes when selecting classroom that is not attached to a volunteer,@{login=dddurha,closed,@{login=dddurha,3,2023-04-12T04:40:07Z,2023-04-13T00:30:10Z,2023-04-13T00:30:09Z,"### What happened?

In the Volunteers - Child Assignment tab, if you select a name, the corresponding classrooms come up. If you clear the name, the corresponding classrooms remain even though the volunteer is not selected. If you click the classroom, the program crashes

Select name, classes appear
<img width=""743"" alt=""p1"" src=""https://user-images.githubusercontent.com/112414021/231351358-f1f41867-d09c-40a6-860f-ea70fc2b1c4d.png"">

Clear name, classes remain. Clicking class will crash the program

<img width=""736"" alt=""p2"" src=""https://user-images.githubusercontent.com/112414021/231351478-40f99af3-cd3c-4660-8897-57e29e448b1e.png"">


### Steps to reproduce the issue

_No response_

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/424,424,[Bug]: Wrong message displayed when cancelling the add classroom action,@{login=dddurha,closed,@{login=dddurha,3,2023-04-12T04:35:32Z,2023-04-13T00:30:06Z,2023-04-13T00:30:05Z,"### What happened?

In the volunteer, classroom tab, if you click the + to add a classroom, then cancel it, it gives the message that a classroom was added still
<img width=""729"" alt=""1"" src=""https://user-images.githubusercontent.com/112414021/231350866-aa86bd8f-2135-40c0-84cc-dd102cc3fde6.png"">


### Steps to reproduce the issue

_No response_

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/423,423,added growl on all schools page when no school is selected and edit b…,@{login=loesel19,closed,#VALUE!,0,2023-04-12T04:03:28Z,2023-04-12T04:03:35Z,2023-04-12T04:03:34Z,…utton is hit
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/422,422,Trigger refresh for data changed on admin page.,@{login=PotatoDotJar,closed,#VALUE!,0,2023-04-12T03:41:41Z,2023-04-12T03:55:08Z,2023-04-12T03:55:07Z,"Fixes #395.
+ Also fixed some minor UI inconsistencies.
+ Refresh homepage data on data refresh.
+ Changed Admin page navlink text from ""Users"" to ""Admin""."
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/421,421,Loesel bug fixes,@{login=loesel19,closed,#VALUE!,0,2023-04-12T03:41:28Z,2023-04-12T03:59:50Z,2023-04-12T03:59:50Z,
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/420,420,Washburn child assignments bug fix,@{login=ChristopherWashburn,closed,#VALUE!,0,2023-04-12T03:35:03Z,2023-04-12T03:53:03Z,2023-04-12T03:53:02Z,These are the additional bug fixes found by Nick for Issue #364 
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/419,419,Make Volunteer List Alphabetical ,@{login=turtlesmew,closed,#VALUE!,0,2023-04-12T03:22:18Z,2023-04-12T03:43:26Z,2023-04-12T03:43:25Z,![image](https://user-images.githubusercontent.com/70655911/231340308-66f48f68-4d8e-46b3-80b8-76e193c76007.png)
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/418,418,[Bug]: Inconsistent Capitalization and Wording of Tooltips ,@{login=mclapsaddle,open,@{login=jkruskie,3,2023-04-12T02:50:27Z,2023-04-13T15:36:30Z,,"### What happened?

There is inconsistent capitalization for tooltips for the buttons on some pages:
      -  All Schools (Add New School, Edit School, Export All Schools to Excel buttons)
      - Finance General (Edit Cost Share, Export to Excel, Edit In-Kind Expense buttons)
      - Meals and Transport (Edit button)
 The rest of the system has each word in the tooltip capitalized, so to keep consistency throughout the system, all the tooltips should have the same capitalization. 

There is also some inconsistent wording for some of the tooltips:
      - Activity Log- the add, edit, and delete do not match the other tooltip buttons in the system do
      - Reports Volunteer Info - the edit and export buttons again do not match the other edit/export buttons in the system.
      - Per School tab- The export button should say ""Export to Excel"" instead of ""Save to Excel"" to match other export buttons. 
    

### Steps to reproduce the issue

_No response_

### Expected Result

![image](https://user-images.githubusercontent.com/81316087/231335403-916a27cb-d2fe-4969-9093-f080352ce3f0.png)

### Actual Result

![image](https://user-images.githubusercontent.com/81316087/231334900-9c5fb580-9118-41ee-9c9c-80076cb124d8.png)


### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/417,417,Refactor Volunteer Demographics ,@{login=turtlesmew,closed,#VALUE!,1,2023-04-12T02:49:42Z,2023-04-12T03:12:33Z,2023-04-12T03:12:33Z,"### Refactored Volunteer Demographics to fix remaining issues
**Refresh changes**
- Added refresh calls after a successful save on Volunteer General and Demographics
- Does not change selected volunteer on refresh, but does refresh their data
- Does not refresh if volunteer is being edited

**Volunteer Demographics Changes**
- Removed a lot of now unused code 

- Disallow a birth date that is after a start date
![image](https://user-images.githubusercontent.com/70655911/231333759-635e94c3-4fab-4829-b121-d755a2d5ed3e.png)

- Refactored Update Call for DB 
- Reason Separated now saves
- Removed redundant ""End Date"" 
- Separated Date and Reason become editable when status is not toggled
![image](https://user-images.githubusercontent.com/70655911/231334230-73d16b62-e623-4349-b299-c16a2ec8c7a4.png)
![image](https://user-images.githubusercontent.com/70655911/231334257-ef73d073-f852-4d3d-8668-d315f32b8960.png)

- System does not break when viewing a volunteer without a reason separated!
![image](https://user-images.githubusercontent.com/70655911/231334371-439a9379-0419-499a-9b17-4384c367bcb8.png)

- Removed ability to add new Gender, Identity, Ethnicity, Racial Group, and Reason separated. This should only be allowed for admin users and is on the admin page. 
![image](https://user-images.githubusercontent.com/70655911/231334713-dd717027-56c5-40cb-9b13-fadf02407623.png)


"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/416,416,Maddocks PTO Calculations Fix,@{login=jon-maddocks,closed,#VALUE!,0,2023-04-12T02:10:54Z,2023-04-12T03:42:45Z,2023-04-12T03:42:45Z,"- Issue: #385 fixed. Volunteer should be able to utilize leftover PTO time based on PTO Earned+Start. The user cannot enter a number greater than this. 
- Major functionality change: PTO Eligibility. Before, setting Eligible -> Not Eligible would remove all PTO Eligibility and PTO Used up until the current month and year. After reviewing the Capstone Excel PtoStipend sheet, this may not be the direction the system wants to go. Based on the Excel sheets, some volunteers may be eligible for only a single month or vice versa. To counter this, setting Eligible -> Ineligible will set all future records to not eligible. And keep the eligibility status and PTO used for all the previous months. Setting Ineligible -> Eligible will function similarly. 
- Due to this change, PTO Start and End will be adjusted throughout the year if any changes in eligibility occur. If the volunteer is ineligible for PTO, they cannot accrue any PTO time. However, they can still use PTO time earned from PREVIOUS months when they were eligible. "
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/415,415,Fixed bugs allowing users to past in bad data. Also fixed bug with ye…,@{login=bmbreuss,closed,#VALUE!,0,2023-04-12T01:59:51Z,2023-04-12T03:11:26Z,2023-04-12T03:11:26Z,Fixed bug allowing users to paste in bad data. Also fixed the error where a '.' in mileage would crash program. Also fixed the years duplicating on refresh. Last allow user to edit mileage more easily as now the input will be validated on button to ensure 2 decimal places not just when typing. 
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/414,414,[Bug]: PTO/Fiscal Year/ Grant Year Missing Tooltip on Buttons ,@{login=mclapsaddle,closed,@{login=mclapsaddle,4,2023-04-12T01:58:13Z,2023-04-12T17:46:50Z,2023-04-12T17:46:50Z,"### What happened?

Buttons are missing tooltips when you hover over them in the Finance section. 

PTO is missing tooltips for Edit, Export to Excel, and Refresh Buttons. 
Fiscal Year is missing tooltips for Export to Excel.
Grant Year is missing tooltips for Export to Excel.


### Steps to reproduce the issue

_No response_

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/413,413,[Bug]: All Schools Tab Error Message When Editing Missing,@{login=mclapsaddle,closed,@{login=mclapsaddle,2,2023-04-12T01:50:27Z,2023-04-12T14:34:45Z,2023-04-12T14:34:45Z,"### What happened?

When you try to edit without selecting a school from the table first, nothing happens. An error message should pop up in the top right corner, like the other pages in the system have. 

### Steps to reproduce the issue

1. Select All Schools tab in the Schools section 
2. Hit edit without selecting a school from the table first. 

### Expected Result

An error message similar to the others in the system, like this one for the activity log.  

![image](https://user-images.githubusercontent.com/81316087/231326550-06d8157d-49a4-431c-b374-d8bce063831c.png)


### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/412,412,[Bug]: Demographics Edit Error Message Inconsistency ,@{login=mclapsaddle,closed,@{login=loesel19,1,2023-04-12T01:23:36Z,2023-04-12T05:27:43Z,2023-04-12T05:27:43Z,"### What happened?

When you go to edit a volunteer's demographic information without selecting a volunteer first, the error message includes a data/time stamp, which none of the other error messages on other pages have. The date/time should be removed to keep a consistent look throughout the system. 

![image](https://user-images.githubusercontent.com/81316087/231322922-330dfc40-b63f-458c-b5b0-f32165440727.png)


### Steps to reproduce the issue

1. Go to the demographics tab in the volunteer section. 
2. Hit edit without selecting a volunteer name from the drop-down. 

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/411,411,[Bug]: Volunteer Classrooms/Child Assignments Edit Error Message Missing,@{login=mclapsaddle,closed,@{login=mclapsaddle,4,2023-04-12T00:58:35Z,2023-04-12T14:44:37Z,2023-04-12T14:44:37Z,"### What happened?

When you go you try to edit without selecting a row from the table for both the Classrooms and Child Assignment tabs, nothing happens. There should be an error message in the top right corner to tell the user to select an item like there is on other pages.



### Steps to reproduce the issue

1. Select Classrooms or Child Assignment Tab 
2. Select a volunteer from the drop-down menu 
3. Hit edit without selecting any row in the table. 

### Expected Result

An error message like the Activity Log tab has should be added.  

![image](https://user-images.githubusercontent.com/81316087/231319915-1a6a2fab-6ad1-4762-a167-bf99043822e5.png)


### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/410,410,Prevent admin dev account from being deleted.,@{login=PotatoDotJar,closed,#VALUE!,0,2023-04-12T00:49:47Z,2023-04-12T01:05:35Z,2023-04-12T01:05:34Z,"Fixes #389.
+ Also adds the UserSeeder back to the master branch.
+ Updated migrations from the dev database."
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/409,409,Washburn child assignments bug fix,@{login=ChristopherWashburn,closed,#VALUE!,0,2023-04-12T00:06:21Z,2023-04-12T02:45:38Z,2023-04-12T02:45:38Z,Bug fixes for issues #376 #380 #382 #383 
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/408,408,[Bug]: RESET CHILD ASSIGNMENT button does not work ,@{login=nickburger1,closed,@{login=nickburger1,3,2023-04-11T22:41:30Z,2023-04-12T14:49:47Z,2023-04-12T14:49:47Z,"### What happened?

The RESET CHILD ASSIGNMENT button does not actually clear any data once clicked. You are still able to view all child assignment data in the system from before it was clicked.

![image](https://user-images.githubusercontent.com/71349201/231304277-919782b3-8c2a-4177-95d2-dafbb4aee52a.png)


### Steps to reproduce the issue

_No response_

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/407,407,[Bug]: Unable to Update Volunteer Name,@{login=nickburger1,closed,@{login=nickburger1,3,2023-04-11T22:35:12Z,2023-04-12T14:54:59Z,2023-04-12T14:54:59Z,"### What happened?

Something to think about: 

I am unable to figure out a way on the system to update a volunteers name. What happens if a volunteer gets married and their last name changes or if a volunteer legally changes their name?

Also, since we are able to change Gender, Identifies As, etc. for each of the volunteers it would make sense in my eyes that a name change would come along with that.

### Steps to reproduce the issue

_No response_

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/406,406,[Bug]: Empty Database - Finance Meal and Transport shows duplicate year in Year Range,@{login=rakibulll,closed,@{login=rakibulll,0,2023-04-11T22:14:29Z,2023-04-12T03:11:28Z,2023-04-12T03:11:28Z,"### What happened?

Finance Meal and Transport shows a duplicate year in Year Range.



### Steps to reproduce the issue

 Starting from empty database
1. Create 1 volunteer and 1 School
2. Go to Finance Tab
3. Go to Meal and Transport
4. Click Year Range

### Expected Result

Should show one 2023 range

### Actual Result

Shows duplicate year

![image](https://user-images.githubusercontent.com/59486222/231300694-1ec2669b-73e6-459d-aa7c-0e6f285db900.png)


### Relevant log output

```shell
N/A
```


### Environment

Windows 11 (master / Release config)

### Additional Information

@manishrajosti "
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/405,405,[Bug]: Inactive School Issue,@{login=nickburger1,open,@{login=jkruskie,3,2023-04-11T21:59:51Z,2023-04-13T15:40:36Z,,"### What happened?

After making a school inactive, shouldn't all volunteers assigned to the school should be auto un-assigned and data from that school should be removed from visibility/deleted.

School is marked as inactive:
![image](https://user-images.githubusercontent.com/71349201/231297070-a2175d9a-ad2e-4937-9f8d-abde00305fc9.png)

Volunteers are still assigned to the school:
![image](https://user-images.githubusercontent.com/71349201/231297153-2d88a927-a94d-4e11-b02a-eadaec76acf1.png)
![image](https://user-images.githubusercontent.com/71349201/231297240-a93eb9fb-430c-4862-9d39-4d253833cf13.png)

 

### Steps to reproduce the issue

_No response_

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/404,404,[Bug]: Finance General shows deleted volunteer in Filter Name,@{login=rakibulll,closed,@{login=rakibulll,2,2023-04-11T21:56:27Z,2023-04-13T00:26:41Z,2023-04-13T00:26:41Z,"### What happened?

When I filter the name in Finance / General, it includes deleted volunteers.

### Steps to reproduce the issue

1. Go to the volunteer tab
2. Delete any volunteer
3. Go to the Finance tab
4. Filter name

### Expected Result

Should only show volunteers who are in the system.

### Actual Result

Shows deleted volunteers as well.

### Relevant log output

```shell
N/A
```


### Environment

Windows 11 (master / Release config)

### Additional Information

@manishrajosti"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/403,403,[Bug]: School Information not Displayed,@{login=nickburger1,open,@{login=jkruskie,3,2023-04-11T21:49:14Z,2023-04-13T15:40:57Z,,"### What happened?

I believe when we demoed, Tara said she wanted this column to show data for all schools in the system until a school is selected, this is still not the case.

Correct me if i am wrong.

![image](https://user-images.githubusercontent.com/71349201/231295632-d63b0d6c-45b0-4151-8119-879101fb54d6.png)


### Steps to reproduce the issue

_No response_

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

_No response_

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/402,402,[Bug]: Child Assignment Volunteer Selection not Persistent,@{login=nickburger1,closed,@{login=nickburger1,2,2023-04-11T21:42:26Z,2023-04-12T14:52:14Z,2023-04-12T14:52:13Z,"### What happened?

With the rest of the volunteer pages you can select a volunteer and that volunteer will become selected on all pages and stay selected until you change the selection.

On the child assignment page, when you select a volunteer a random volunteer is selected throughout the rest of the Volunteer pages. (Selected Jarno DutchMan on Child Assignment page, RJ RJ is selected on the rest of the pages)

Volunteer is selected:
![image](https://user-images.githubusercontent.com/71349201/231293906-2276c72e-fcd2-409d-bef5-98d8bb9553a0.png)

Leave page, different volunteer is selected:
![image](https://user-images.githubusercontent.com/71349201/231294485-d762e2b1-1f1c-4b46-9256-68baf6a35f05.png)


### Steps to reproduce the issue

_No response_

### Expected Result

_No response_

### Actual Result

_No response_

### Relevant log output

_No response_

### Environment

Windows 11, Visual Studio Enterprise 2022

### Additional Information

_No response_"
https://api.github.com/repos/CSCapstone23/Capstone-FGMS/issues/401,401,[Feature Request]: Fix Volunteer Demographics,@{login=nickburger1,closed,@{login=jkruskie,2,2023-04-11T21:31:50Z,2023-04-13T01:17:59Z,2023-04-13T01:17:58Z,"### Feature Description

Please see #311.

Was reviewed over a week ago and still has yet to be addressed.

### Use Case

_No response_

### Related Issues

_No response_

### Priority

_No response_

### Additional Information

_No response_"
